真是花中瑞|本朝名始闻|江南一梦后|天下遇清芬
白云岩畔旧相逢|往日今朝事不同|夜静水寒鱼不食|一炉香散白莲峰
丹成遗井在层巅|金碧灵光夜烛天|抱瓮道人闲不得|白云深处灌芝田
白云深处有沧波|半醉微醒哭更歌|孤艇往来无系绊|阴晴天气曝渔蓑
珊珊楚步小桥东|笑语香微花影红|斜过柳阴人不见|白云满径一溪通
清泉绿树抱山斜|万顷云天一亩家|尽日掩关来自去|白云蒸雨湿松花
蟹眼双瓶只十钱|挑来大北白云边|一城争饮因甘冽|不道仙羊有别天
啼切孤猿晓更哀|柴门半掩白云来|山童问我归何晚|昨夜梅花一半开
失意因休便买山|白云深处寄柴关|若逢城邑人相问|报道花时也不闲
山禽屋角唤东风|晓枕何堪睡思浓|暮雨款门无过客|官衙清任白云封
挂帆南去楚天赊|大庾峰头明月斜|我赠白云仙尉去|书来应报折梅花
仿佛当年曳杖翁|白云来往有无中|月明闲照兴亡迹|都付渔樵一笛风
蜀客休夸石镜平|巨灵亲置白云庭|老龙化作髯翁坐|呼吸雷风寂不惊
五十归来谢世纷|百年劳逸喜平分|不应又受先生号|去与青山管白云
壮怀忍共白云闲|孤负僧房屋半间|卖却牢愁三万斛|载将明月入西山
洞门无锁白云深|同日闲表一问津|安待霄时■桃者|相逢花下说前因
山上青天山下溪|白云流水两相宜|丹成共尔南山老|采采松枝亦疗饥
腰镰上到白云边|惆怅长松不尽年|近市山山皆有主|远山高峭步难前
春山无伴独相寻|欲觅知音听鼓琴|翠壁苍崖千万仞|人龙虽见白云深
目断清猿不忍分|离心落日晚同曛|山门寂寂谁为问|一夜琪花长白云
岭南丘壑石翁家|霄汉功名老去赊|何事鹤书招不起|白云深处饱松花
乱石盘旋下白云|雨馀潭底数峰分|天边五老空招手|只见梅花不见君
川静星高栎已枯|南山落石水声粗|白云钓客窗中宿|卧数嵩峰听五湖
禅室遥看峰顶头|白云东去水长流|松间傥许幽人住|不更将钱买沃州
辽水华亭旧所闻|病中毛羽最怜君|稻粱且足身兼健|何必青云与白云
禅庭欲别更迟迟|犹恋凉风洒客衣|无力便分青嶂住|满怀空带白云归
蜀妃夜谒紫虚皇|玉凤差参促晓妆|宴罢瑶台魂未醒|胭脂脸上白云香
萝薜阴阴覆野亭|雨馀春树满春汀|白云一任风吹散|放出溪山几点青
一径萦纡至此穷|山僧盥漱白云中|闲吟定后更何事|石上松枝常有风
孤亭隐隐芰荷香|六月浮樽水气凉|小艇闲时鸥作伴|白云深处酒为乡
淮水东边旧六朝|琼楼翠馆白云销|于今只有垂杨柳|犹似当时舞细腰
避名高卧白云深|扶醉骑驴下碧岑|一笑披袍惊堕处|遁时知有济时心
织就霓裳御泠风|玉梭随手化成龙|天孙归去星河畔|满洞白云机杼空
生涯争似故园长|田有嘉禾树有桑|千顷白云山万叠|个中真是地仙乡
白云朝去暮来还|一去一来俱在山|十载离家不知返|而今始觉泪痕斑
悬崖险峻石如林|一种仙芝不易寻|若向人间问绝品|东蒙顶上白云深
水边侧耳翠萄叶|陂下销魂金步摇|何以浔阳北窗下|白云伴宿听翛翛
澄波不动琉璃滑|一望应须万里馀|舟行冲激浪花碎|如驭白云游碧虚
白云深处寄踪孤|一灶秋烟煮石蒲|门掩月明花自落|野亭樽酒忆林逋
河间佐郡屡经秋|几度怀人增别愁|报政重来又分手|白云红树思悠悠
平生慕爱武夷君|及此名山阻白云|九曲水声流过郡|夜深犹得世人闻
郢客阳春枉自夸|君来高咏满皇华|不知白云宵吟积|试看文茵六出花
楼台深倚白云隈|一涧萦回出洞来|自古神仙求不得|刘郎有路到天台
定王台上关中土|西望长安多白云|贾谊才高空有赋|河间博雅更无闻
祝融峰下烧红叶|应梦山中看白云|足迹未教容易见|谁知天外有人闻
身心放下有馀闲|垂老生涯在万山|不许白云轻出谷|好随明月护柴关
半壑青山万树松|白云为屋水为舂|石桥雨滑游人醉|笑把渔竿当短筇
万片白云归岫后|一轮明月到天时|乾坤清气无人识|借得樵夫短笛吹
为慕仙家九节筇|白云秋色远相从|那知黄石山头月|犹隔丹丘海畔峰
晓入千山与万山|白云深处款幽关|仙翁不许凡人识|走出红尘不肯还
门外青溪溪外山|山光长在有无间|白云飞尽晴窗午|喜见遥峰露一班
白云红树隐峰峦|曾记南阿赋考槃|此景别来归未得|西风写向画中看
维扬烟水带江湖|仙客帆开十幅蒲|不是白云遮望眼|平山山色本模糊
紫霄回首白云蒙|粤社天关在望中|此去江长天渐远|论文杯酒几时同
弇州朱草白云寒|西省尚书早挂冠|岭外不知春已到|梅花还可寄君看
相别于今八载馀|君匡徒众我闲居|白云流水乾坤外|终不相亲枉寄书
林平胜处向东纡|水转山回画不如|或息或劳都可乐|白云深处五浮图
桃叶渡头一见君|为言岸上石榴裙|相逢无钱可买醉|赠与竹枝撩白云
万古青山青不休|白云常是恋山头|人生莫似滩中水|日夜滔滔只下流
小谷疏林受数家|年芳犹有刺桐花|白云不为青山地|截断前峰两髻丫
白云剪作瑶坛雪|寒旭蒸开玉洞花|山北山南看更好|炊烟朵朵是仙家
白云司远望中深|瑟瑟秋风奏晚林|惆怅关门吟赏处|满篱黄菊故人心
惨淡龙颜向六军|马嵬山下血沾裙|当时何不弃天子|直抱瑶妃入白云
来寻高处卧吟身|泉石中间避世尘|莫把白云都占断|也分一半与闲人
阴晴朝暮几回新|已向虚空付此身|出本无心归亦好|白云还似望云人
富贵辞夸奈俗何|清虚趣胜亦诗魔|白云瑶草红尘外|终胜黄莺绿柳多
妙旨惟从句外求|白云先见室中筹|海山深处多麟凤|此去横经一网收
楼开鄂渚万枫丹|酾酒同谁七泽看|莫向江潭独醒去|九歌天阔白云寒
活被人埋汝水𣸣|新丰一曲杳无闻|可怜娇舞曹家女|不嫁春风嫁白云
白云深处认灵山|喜气津津眉宇间|别去庭闱今八月|且欣明日慰亲颜
白云飞绕寺楼钟|点滴清声露打松|童子开门还报我|鹤眠犹在最高峰
水上红霞抹白云|台旁春色映溪分|风光不遣人描画|描画何人得似君
刘根丹篆三千字|郭璞青囊两卷书|牛渚矶南谢山北|白云深处有岩居
幻住庵前一衲衣|黄杨树老白云飞|师今莫问人间世|只记西来几日归
如烟如雾暗空林|湿不沾衣冷沁襟|忽见斜阳一回望|始知身下白云岑
帘捲晴空独倚阑|冥鸿点点无无间|秋风注目无人会|时与白云相对闲
□崖高瞰白云溪|洞穴通天路崄巇|雨未作霖天下旱|玉龙蟠此少人知
一顾成周力有馀|白云闲钓五溪鱼|中原莫道无麟凤|自是皇家结网疏
立马卧龙山下路|白云东去是吾家|烦君为寄西风信|直到疏篱问菊花
驴背谁教一笑还|白云高卧万机闲|大梁陵树秋声里|西华烟萝午梦间
截将山势白云回|双作丁灵得胜台|南塞可怜成北塞|牧羝谁在黑龙堆
孙竹新添绿玉枝|稚禽学习绕檐飞|动中会取归根意|雨过白云横翠微
潇湘一望白云长|梧叶苍山似故乡|月色满空间夜漏|渔歌几处彻秋霜
春来草色想河关|远道绵绵不可攀|翻恨白云飞去疾|夕阳千里露童山
华阴高处是吾宫|出即凌空跨晓风|台殿不将金锁闭|来时自有白云封
溪藤百幅净如练|裁作斗帐同君清|觉来满洞白云起|耳畔更听松风声
野鹤照衣来清𣸣|山树开花留白云|他日移居溪水上|道衣同拜武夷君
孤松偃蹇白云深|返炤仍留半壑阴|老鹤有巢归倦翼|个中应不受尘侵
翠岩仙洞白云深|蹑石扪萝一访寻|真驭不逢山色映|涧风吹袂冷森森
懒性优游鹿豕群|闲将杯酒对南薰|醉来高卧北窗下|松竹萧萧锁白云
疏懒经旬不出门|炎风暑气任昏昏|饥餐渴饮披书卷|高卧开窗看白云
归鸿遥带夕阳飞|孤磬千峰野色微|闲对白云成坐久|不知空翠湿秋衣
春来元气日氤氲|大岩小岩屯白云|山人自是陶弘景|纵有那应分赠君
翠染南山拥县门|一洲横截两溪分|长官日永无公事|卧听滩声看白云
杜宇声中历翠微|涧泉决决泻幽奇|与君笑入白云去|柱杖前头尽是诗
半生荣辱断知闻|远处茅堂伴白云|何事利名场里客|却将书札挠幽人
上下邮程祗在山|白云苍雾苦跻攀|闲情独被梅花觉|引领春风破客颜
白云黄叶满山家|又见光风转蕙花|不用薰炉𦶟沈水|一帘香霭读楞伽
九里松边鹫岭头|松声长带白云秋|梵筵多有吟僧在|须认诗中第一流
闲笑白云晴出岫|静教明月印秋潭|长空任看归飞鸟|背屋柴桑隐客簪
依稀庐岳高僧舍|彷佛商山隐者家|我亦抱琴来谷口|白云深处拾松花
蓬门相直是南山|傍著丹梯尚可攀|野兴旧同流水远|道心今共白云闲
白云孤鹤暮知还|晚泊钱唐看越山|珍重今朝重展卷|吟诗作赋北窗间
盘石垂萝野翠分|半山啼鸟坐来闻|上林春物遥相待|何事将心寄白云
不须更草北山文|归去开关扫白云|兴未尽时仍重访|我非辟世可同群
细柳鲜桃潋滟春|白云流水净无尘|看渠鹤发林居者|只傍青山老此身
最高峰顶白云飞|狮子行游伴侣稀|华首台前流水绕|曹溪一滴雨花霏
𣃁地栽林自起坟|一灯精舍疏玄文|诗成莫洒酒家壁|题遍青山题白云
嘉果浮沈酒半醺|床头书册乱纷纷|北轩凉吹开疏竹|卧看青天行白云
世态炎凉总不知|此心惟与白云期|千岩万壑无人迹|慷慨登临有所思
贫居傲性不干人|楚楚衣冠迥绝尘|昨夜雪中骑蝶去|白云堆里一遗民
北窗人静日从容|卧看轻阴落涧松|剩欲与君同采药|万山深处白云重
石鼓高悬蕴大音|白云峰顶始铺金|能来斯地鼓斯鼓|尽达曹溪圣祖心
雁门关外万山重|天籁萧萧涧壑中|作客边廷归未得|白云翘首海瀛东
白云尽处青山小|红雨飞时绿树新|佳致仗谁同管领|野禽啁哳话深春
黄山我号白云翁|云涨千山与画同|试问云山何所似|故人未老一丝风
何事退耕沧海畔|闲看富贵白云飞|门前种稻三回熟|县里官人四考归
碧眼支郎耳更聪|轩楹占断白云中|有声听到无声处|错认长松是老龙
千里还家独抱琴|象山杳在白云林|晚寒莫厌江东路|人倚梅花雪意深
紫薇山下白云边|雨过南湖好放船|满壑松声凉似水|我来同坐月中禅
缟衣素佩俨分行|朝露盈盈竞洗装|赋客高堂争得似|游仙宛在白云乡
慕膻高举兴何穷|秋在黄芦叶里风|已事未明如蹈火|白云深处见岩翁
偶然行到水穷处|隔岸无船人不渡|白云出岫已多时|夕阳犹在西岩树
渡水傍山寻石壁|白云飞处洞门开|仙人来往行无迹|石径春风长绿苔
君将富贵等浮云|却许白云来就宿|静处何妨共一龛|免教随手翻还复
白云寒锁郡斋深|人道朝天不可寻|总为股肱驱传去|仍劳明主赐黄金
白云亭上白云闲|云满危栏雪满山|雪似白云云似雪|不知何处是人间
久别山中鸾鹤群|清斋自礼武夷君|沧江明月扁舟后|浑似松窗卧白云
几欲寻真未得闲|白云堆里望玄关|烦君多养雪色鹿|借我来时骑看山
黄篾楼中枕书卧|双鹤交鸣惊梦破|青天堕下白云来|卷帘一阵杨花过
清晨腰斧白云乡|山路萧萧落叶黄|折得梅花皈去晚|担头斜插一枝香
首阳太华何时合|一道黄河苦间之|愁绝白云与秋色|风陵渡口望君时
金刚台小一鸱夷|大苏大阳如酒卮|刘郎字字白云气|犹嚼黄花把剑吹
千寻瀑布响空林|数尺危桥出树阴|欲向溪南访真隐|飞花满路白云深
满树铁冠琼树枝|樽前烛下心相知|明朝又与白云远|自古河梁多别离
故人读易向华阳|万个松间一草堂|最爱满山春雨后|白云晴护药苗香
啼来啼去一声声|却笑离人不解听|何处故乡归未得|白云空锁乱山青
梦里见亲亲色好|更能绕膝戏莱衣|觉来依旧金陵馆|望断白云心欲飞
有客持柯石门道|避人避世白云边|相逢惊喜还相问|应说经今八百年
趁雪看山坐小床|白云影里玉虹长|不知砌下梅花发|只怪开帘有暗香
飞鸾叠叠斗芙蓉|雨里看山色更浓|高卧羊裘人不见|钓台惟有白云封
忆君乘月下金陵|何处吴山不夜登|一曲潇湘秋万里|至今疑在白云层
一壑回环十二峰|茅茨送老白云封|如今尘里看图画|却愧当年邴曼容
天风吹我上齐云|小涧清从石乳分|濯罢尘缨吾欲忘|白云满地未斜曛
自折疏花插小瓶|醉眠明月读骚经|白云也识幽人意|分与秋山一半青
日本晁卿辞帝都|征帆一片绕蓬壶|明月不归沈碧海|白云愁色满苍梧
笛声吹起白云秋|两袖天风独倚楼|北望中原何处是|落霞孤鹜古今愁
白云缺处露檐牙|鸡犬相闻仅数家|幽鸟不啼林寂寂|满山黄雾落松花
僧爱白云溪上飞|白云深处敞禅扉|莫言便是无情物|思着故乡依旧归
磨石岭头春日晴|白云如絮绕车生|前生似得丹砂力|长向青天掉臂行
庭树森沈晚色浓|修修寒雨满疏钟|白云一片归飞急|知宿城南若个峰
山泉飞出白云寒|来献灵芽秉烛看|俄顷有花过数百|三瓯如吸玉腴乾
指按金徽星斗寒|试听一曲话悲欢|妙音怕入时人耳|携入白云深处弹
寺外寒流玉一泓|白云如练挂危层|青山绕屋柴门掩|只见梅花不见僧
翠峰高耸白云隈|石丈岩岩绝点埃|一段幽情谁可友|相知惟有松竹梅
十载安危此地分|豺狼一旦自成群|烽烟江上愁回首|只向深山望白云
屋后青山屋外溪|穿芳度密有深蹊|白云不隔经行处|容我时来寄杖藜
白云青霭路难穷|万壑千山一径通|野寺林深不知处|磬声遥在夕阳中
莫道枪竿危复危|有人家住白云西|儿童采棘颠崖去|杜宇伤春尽日啼
手种青蔬不用锄|白云为圃自芬敷|南郊夜宿邀同饭|却忆清斋味有馀
沙溪祇是旧沙溪|今日重来路欲迷|独有暮鸦知我意|白云深处尽情啼
梓人一笑白云乡|杞桂森森遇豫章|闻道周公绳墨在|天庭谁此遇明堂
舞罢莱衣对远山|此心应共白云闲|闲时自是僧家事|还拟来趋玉笋班
白云满地如白石|明月窥江来近人|最忆荥阳好兄弟|著霜柿叶写诗新
白云深处瞰沧溟|有客凭高醉不醒|睥睨城头低落日|飞来萝月数峰青
朝乘铁獭上青山|最滑春苔乱石间|出入白云胜蜡屐|玉骢虽贵未应闲
事去人亡迹自留|白云犹似汉时秋|如今暂寄尊前笑|明日黄花蝶也愁
万顷汪洋浸白云|潜滋暗助发生仁|试于翘望云霓处|始见深功信有神
人行之字路嵚巇|九锁青山胜九疑|祇被白云生不断|无端点破碧琉璃
松竹团阴锁绿苔|白云窗户绝氛埃|山童净扫门前径|应是湖南故旧来
琅函密锁君王字|石壁仍刊宰相诗|无限幽光动岩谷|山深惟有白云知
万竹山中丹叶秋|五峰岩讶白云留|黄花夹路开无主|青嶂随人翠欲流
春山雨后共谁登|酒兴诗豪老更增|明日杖黎寻惠麓|白云深处有高僧
蝶扑蜂粘发出狂|飘然欲上白云乡|无端却被游蜂搅|绾住东风舞几场
天门划断两崖青|拄杖灵峰顶上行|一片白云岩下起|不教眼力尽东溟
隐约沙明宿雾开|依稀树断白云隈|水边人自陇头出|天际帆从山外来
碧溪之上白云飞|早出晚步溪云归|闲来自拟登楼赋|恨不停云坐钓矶
高丽寺里访诗僧|懒上湖船独自行|行到寺前人迹少|不知傍有白云迎
一饮清泠体便轻|绝知真液是长生|归来世事都忘尽|惟记白云堆里行
休向千峰过好时|白云高卧趣还卑|涂中无限未归客|不待相依更待谁
郁蓝波接郁蓝天|主圣臣贤又宴肰|欲问吾家在何许|鹘飞尽处白云边
绝栈悬崖水激车|白云深处有人家|登楼最喜微霜度|染得枫林一树花
山下深林起白云|白云飞处断红尘|伴行直到高峰上|舒卷纵横不碍人
碧水丹山第六湾|群峰绝处见玄关|道人不管来游客|坐与白云相对闲
